mmc_code,name,generic_name,mmc_type,price_low,price_high,as_of,search_category,matched_terms
0430030125,MRI BRAIN W/ CONTRAST & MR SPECTROSCOPY,,MRI,20100,37700,"March 04, 2026",radiologic,MRI;CONTRAST
0430030135,MRI BRAIN W/ CONTRAST & MRA INTRACRANIAL VESSELS,,MRI,16300,31800,"March 04, 2026",radiologic,MRI;CONTRAST
0430030127,MRI BRAIN W/O CONTRAST & MRA INTRACRANIAL VESSELS,,MRI,12600,25600,"March 04, 2026",radiologic,MRI;CONTRAST
0430030019,MRI CARDIAC W/ AND W/O CONTRAST,,MRI,28300,57400,"March 04, 2026",radiologic,MRI;CONTRAST
0430030020,MRI CERVICAL SPINE W/ AND W/O CONTRAST,,MRI,11300,29200,"March 04, 2026",radiologic,MRI;CONTRAST
0430030021,MRI CERVICO-THORACIC SPINE W/ AND W/O CONTRAST,,MRI,18600,46700,"March 04, 2026",radiologic,MRI;CONTRAST
0430030022,MRI CHEST W/ AND W/O CONTRAST,,MRI,12100,33900,"March 04, 2026",radiologic,MRI;CONTRAST
0430030023,MRI CHOLANGIOPANCREATOGRAPHY W/O CONTRAST,,MRI,12500,25400,"March 04, 2026",radiologic,MRI;CONTRAST
0430030024,MRI COCCYX W/ CONTRAST,,MRI,14500,28400,"March 04, 2026",radiologic,MRI;CONTRAST
0430030035,MRI ELBOW W/ AND W/O CONTRAST,,MRI,11300,28800,"March 04, 2026",radiologic,MRI;CONTRAST
0430030025,MRI FIBER TRACKING OF BRAIN (TRACTOGRAPHY) W/O CONTRAST,,MRI,16200,31800,"March 04, 2026",radiologic,MRI;CONTRAST
0430030036,MRI FOOT W/ AND W/O CONTRAST,,MRI,11300,29700,"March 04, 2026",radiologic,MRI;CONTRAST
0430030037,MRI FOREARM W/ AND W/O CONTRAST,,MRI,11300,28800,"March 04, 2026",radiologic,MRI;CONTRAST
0430030029,MRI FUNCTIONAL FOR THE BRAIN W/O CONTRAST,,MRI,16200,31800,"March 04, 2026",radiologic,MRI;CONTRAST
0430030038,MRI HAND W/ AND W/O CONTRAST,,MRI,11300,28800,"March 04, 2026",radiologic,MRI;CONTRAST
0430030031,MRI HIP JOINT/PELVIC BONE W/ AND W/O CONTRAST,,MRI,12300,28900,"March 04, 2026",radiologic,MRI;CONTRAST
0430030032,MRI INTERNAL ACOUSTIC CANAL W/ AND W/O CONTRAST,,MRI,11900,28400,"March 04, 2026",radiologic,MRI;CONTRAST
0430030040,MRI KNEE W/ AND W/O CONTRAST,,MRI,11300,28800,"March 04, 2026",radiologic,MRI;CONTRAST
0430030041,MRI LEG W/ AND W/O CONTRAST,,MRI,11300,29700,"March 04, 2026",radiologic,MRI;CONTRAST
0430030136,MRI LIVER W/ PRIMOVIST,,MRI,38900,70900,"March 04, 2026",radiologic,MRI
0430030126,MRI LOWER ABDOMEN/PELVIS W/ AND W/O CONTRAST,,MRI,12600,35800,"March 04, 2026",radiologic,MRI;CONTRAST
0430030047,MRI LUMBAR SPINE W/ AND W/O CONTRAST,,MRI,10900,29200,"March 04, 2026",radiologic,MRI;CONTRAST
0430030124,MRI LUMBOSACRAL SPINE W/ AND W/O CONTRAST,,MRI,18600,46700,"March 04, 2026",radiologic,MRI;CONTRAST
0430030048,MRI MAMMOGRAPHY W/ CONTRAST,,MRI,20100,37700,"March 04, 2026",radiologic,MRI;MAMMOGRAPHY;CONTRAST
0430030049,MRI MULTIPARAMETRIC PROSTATE W/ AND W/O CONTRAST,,MRI,12100,45600,"March 04, 2026",radiologic,MRI;CONTRAST
0430030050,MRI NECK/NASOPHARYNX W/ AND W/O CONTRAST,,MRI,11500,30400,"March 04, 2026",radiologic,MRI;CONTRAST
0430030142,MRI OF THE LIVER (PRIMOVIST) WITH MRCP,,MRI,41000,51300,"March 04, 2026",radiologic,MRI
0430030051,MRI ORBITS W/ AND W/O CONTRAST,,MRI,11900,28900,"March 04, 2026",radiologic,MRI;CONTRAST
0430030052,MRI SACRUM OR COCCYX W/O CONTRAST,,MRI,11300,23900,"March 04, 2026",radiologic,MRI;CONTRAST
0430030139,MRI SACRUM W/ CONTRAST,,MRI,15200,28800,"March 04, 2026",radiologic,MRI;CONTRAST
0430030053,MRI SELLA TURCICA (PITUITARY GLAND) W/ AND W/O CONTRAST,,MRI,11900,28400,"March 04, 2026",radiologic,MRI;CONTRAST
0430030042,MRI SHOULDER W/ AND W/O CONTRAST,,MRI,11300,28800,"March 04, 2026",radiologic,MRI;CONTRAST
0430030140,MRI SPECTROSCOPY W/ IV CONTRAST,,MRI,26200,50500,"March 04, 2026",radiologic,MRI;CONTRAST
0430030055,MRI TEMPOROMANDIBULAR JOINT W/O CONTRAST,,MRI,14400,27800,"March 04, 2026",radiologic,MRI;CONTRAST
0430030043,MRI THIGH W/ AND W/O CONTRAST,,MRI,11300,28800,"March 04, 2026",radiologic,MRI;CONTRAST
0430030056,MRI THORACIC SPINE W/ AND W/O CONTRAST,,MRI,11300,29200,"March 04, 2026",radiologic,MRI;CONTRAST
0430030057,MRI THORACO-LUMBAR SPINE W/ AND W/O CONTRAST,,MRI,18600,46700,"March 04, 2026",radiologic,MRI;CONTRAST
0430030058,MRI UPPER ABDOMEN (LIVER SPECIFIC),,MRI,38900,70900,"March 04, 2026",radiologic,MRI
0430030046,MRI UPPER AND LOWER ABDOMEN,,MRI,12600,35800,"March 04, 2026",radiologic,MRI
0430030075,MRI WHOLE ABDOMEN W/ AND W/O CONTRAST,,MRI,21600,52200,"March 04, 2026",radiologic,MRI;CONTRAST
0430030143,MRI WHOLE ABDOMEN W/ PRIMOVIST,,MRI,51300,95800,"March 04, 2026",radiologic,MRI
0430030076,MRI WHOLE BODY,,MRI,56800,103400,"March 04, 2026",radiologic,MRI
0430030077,MRI WHOLE SPINE,,MRI,28900,68300,"March 04, 2026",radiologic,MRI
0430030044,MRI WRIST W/ AND W/O CONTRAST,,MRI,11300,28800,"March 04, 2026",radiologic,MRI;CONTRAST
0430030078,MRI/MRV BRAIN W/ AND W/O CONTRAST,,MRI,12200,31800,"March 04, 2026",radiologic,MRI;CONTRAST
0430030079,MRV BRAIN W/ AND W/O CONTRAST,,MRI,10900,29000,"March 04, 2026",radiologic,CONTRAST
1838020002,MWC FEMALE PRE-BOARDING EXAM PACKAGE OUP,,MWC HEALTH SCREENING,2950,3700,"July 29, 2026",blood_test,PACKAGE
1838020003,MWC GERIATRIC FEMALE PACKAGE,,MWC HEALTH SCREENING,28500,28500,"July 29, 2026",blood_test,PACKAGE
04220026,BUBBLE TEST W/ TRANSCRANIAL DOPPLER,,NEUROVASCULAR LABORATORY,11100,14800,"March 03, 2026",radiologic,DOPPLER
04220027,PORTABLE TRANSCRANIAL DOPPLER MONITORING,,NEUROVASCULAR LABORATORY,7100,19100,"March 03, 2026",radiologic,DOPPLER
04220028,ROUTINE TRANSCRANIAL DOPPLER,,NEUROVASCULAR LABORATORY,7250,11400,"March 03, 2026",radiologic,DOPPLER
04420005,CAPILLARY BLOOD GLUCOSE - NEWBORN SERVICE,,NEWBORN SERVICES UNIT,320,370,"March 04, 2026",blood_test,GLUCOSE
04420009,NURSERY SERVICE FEE,,NEWBORN SERVICES UNIT,3250,3700,"March 04, 2026",facility,NURSERY
04420011,USE OF CIRCUMCISION ROOM,,NEWBORN SERVICES UNIT,1160,1400,"March 04, 2026",procedure,CIRCUMCISION
04450001,WARD PROGRAM/DAY RECREATIONAL THERAPY,,NP-UNIT,400,400,"March 03, 2026",facility,WARD
04220013,EMG-NERVE CONDUCTION VELOCITY/REPETITIVE NERVE STIMULATION NCV/RNS,,NSDL,7270,9100,"March 03, 2026",radiologic,PET
04220043,NCV-RNS - NERVE CONDUCTION VELOCITY REPETITIVE NERVE STIMULATION,,NSDL,7500,9400,"March 03, 2026",radiologic,PET
04220011,RNS - REPETITIVE NERVE STIMULATION (RNS),,NSDL,4580,5800,"March 03, 2026",radiologic,PET
04230009,ANTI R TSH (TRAB) RIA,,NUCLEAR MEDICINE,6500,12800,"March 05, 2026",blood_test,TSH
04230022,DACRYOSCINTIGRAPHY,,NUCLEAR MEDICINE,5900,12000,"March 05, 2026",radiologic,SCINTIGRAPHY
04230034,FT3 RIA,,NUCLEAR MEDICINE,2910,5300,"March 05, 2026",blood_test,FT3
04230035,FT4 RIA,,NUCLEAR MEDICINE,2920,5300,"March 05, 2026",blood_test,FT4
04230051,HGH STIMULATION GLUCOSE (HGH IRMA),,NUCLEAR MEDICINE,2920,3700,"March 05, 2026",blood_test,GLUCOSE
4230118,LUNG VENTILATION W/ RT-PCR PACKAGE,,NUCLEAR MEDICINE,22500,38000,"March 05, 2026",blood_test,PACKAGE
04230064,LYMPHANGIOSCINTIGRAPHY,,NUCLEAR MEDICINE,29800,47200,"July 23, 2026",radiologic,SCINTIGRAPHY
04230065,MECKELS DIVERTICULUM IMAGING,,NUCLEAR MEDICINE,8800,15700,"July 23, 2026",facility,ICU
4230123,MIDLIFE PACKAGE MALE/FEMALE,,NUCLEAR MEDICINE,10000,16300,"March 05, 2026",blood_test,PACKAGE
04230068,NUCLEAR BREAKTHROUGH,,NUCLEAR MEDICINE,13200,26400,"March 05, 2026",radiologic,NUCLEAR
4230119,ONE DAY PROTOCOL LUNG PERFUSION/VENTILATION W/ RT-PCR PACKAGE,,NUCLEAR MEDICINE,26500,43000,"March 05, 2026",blood_test,PACKAGE
4230116,ORTHOPEDIC PROSTHESIS SCINTIGRAPHY,,NUCLEAR MEDICINE,12100,25000,"March 05, 2026",radiologic,SCINTIGRAPHY
04230072,PARATHYROID IMAGING,,NUCLEAR MEDICINE,18200,32700,"July 23, 2026",blood_test,THYROID
04230117,PARATHYROID IMAGING (SUBTRACTION),,NUCLEAR MEDICINE,31200,48900,"July 23, 2026",blood_test,THYROID
04230093,SCINTIMAMMOGRAPHY,,NUCLEAR MEDICINE,15100,28800,"July 23, 2026",radiologic,MAMMOGRAPHY
04230094,SENTINEL NODE SCINTIGRAPHY,,NUCLEAR MEDICINE,23400,39200,"July 23, 2026",radiologic,SCINTIGRAPHY
04230096,TESTICULAR IMAGING,,NUCLEAR MEDICINE,9500,16500,"July 23, 2026",facility,ICU
4230121,THYROID AUTOIMMUNE PACKAGE,,NUCLEAR MEDICINE,13000,16300,"March 05, 2026",blood_test,THYROID;PACKAGE
04230099,THYROID BIOASSAY,,NUCLEAR MEDICINE,2100,2700,"March 05, 2026",blood_test,THYROID
4230122,THYROID CANCER SURVEILLANCE PACKAGE,,NUCLEAR MEDICINE,19500,24400,"March 05, 2026",blood_test,THYROID;PACKAGE
4230120,THYROID FUNCTION TESTS 1-3,,NUCLEAR MEDICINE,5400,10200,"March 05, 2026",blood_test,THYROID
04230100,THYROID IMAGING,,NUCLEAR MEDICINE,6700,13000,"July 23, 2026",blood_test,THYROID
04230107,TSH IRMA,,NUCLEAR MEDICINE,3030,5400,"March 05, 2026",blood_test,TSH
04230108,UBT (UREA BREATH TEST),,NUCLEAR MEDICINE,7700,14300,"March 05, 2026",blood_test,UREA
04470006,CRITICAL CARE (PER DAY),,NURSING SERVICE,2100,2700,"March 05, 2026",facility,CRITICAL CARE
04470012,ISOLATION CARE PER DAY,,NURSING SERVICE,4850,4850,"March 05, 2026",facility,ISOLATION
18170027,ACL ARTHROSCOPY/MENISECTOMY PACKAGE,,OPERATING ROOM,197000,208000,"October 27, 2025",blood_test,PACKAGE
18170026,ANKLE ARTHROSCOPY PACKAGE,,OPERATING ROOM,160080,177080,"April 05, 2024",blood_test,PACKAGE
18170001,ARTERIO VENOUS FISTULA CREATION PACKAGE,,OPERATING ROOM,74200,88200,"April 05, 2024",blood_test,PACKAGE
18170017,ARTERIO VENOUS GRAFT PACKAGE,,OPERATING ROOM,143200,162700,"April 05, 2024",blood_test,PACKAGE
18170024,ARTHROSCOPIC MENISECTOMY PACKAGE,,OPERATING ROOM,144060,156060,"April 05, 2024",blood_test,PACKAGE
18170034,ARTHROSCOPIC MENISECTOMY PACKAGE W/ANES,,OPERATING ROOM,124060,134060,"April 05, 2024",blood_test,PACKAGE
18170030,BRONCHOSCOPY PACKAGE,,OPERATING ROOM,58740,70040,"April 05, 2024",blood_test,PACKAGE
18170009,CABG OFF/ON PUMP 3 VESSELS PACKAGE,,OPERATING ROOM,1063600,1168600,"April 05, 2024",blood_test,PACKAGE
18170008,CABG OFF/ON PUMP 5 VESSELS PACKAGE,,OPERATING ROOM,1065200,1170200,"April 05, 2024",blood_test,PACKAGE
18170039,CIRCUMCISION PACKAGE - OR,,OPERATING ROOM,13700,17120,"April 05, 2024",blood_test,PACKAGE;CIRCUMCISION
18170033,CYSTOSCOPY PACKAGE,,OPERATING ROOM,42500,73960,"April 05, 2024",blood_test,PACKAGE
18170006,FISTULLECTOMY PACKAGE,,OPERATING ROOM,62280,67280,"April 05, 2024",blood_test,PACKAGE
18170016,FUNCTIONAL ENDOSCOPIC SINUS SURGERY PACKAGE,,OPERATING ROOM,105960,134960,"April 05, 2024",blood_test,PACKAGE
18170005,HEMORRHOIDECTOMY PACKAGE W/ CAUTERY,,OPERATING ROOM,63280,68280,"April 05, 2024",blood_test,PACKAGE
18170025,HEMORRHOIDECTOMY PACKAGE W/ LIGASURE,,OPERATING ROOM,84280,90080,"April 05, 2024",blood_test,PACKAGE
18170043,HYSTERECTOMY PACKAGE (ROBOT-ASSISTED),,OPERATING ROOM,592000,798000,"November 25, 2024",blood_test,PACKAGE;HYSTERECTOMY
18170018,INFERIOR VENA CAVA (IVC) FILTER INSERTION PACKAGE,,OPERATING ROOM,136400,158400,"April 05, 2024",blood_test,PACKAGE
18170020,INTRA CORPOREAL LITHOTRIPSY SPINAL PACKAGE,,OPERATING ROOM,118600,131000,"April 05, 2024",blood_test,PACKAGE
18170042,LAP PROSTATECTOMY (ROBOT-ASSISTED),,OPERATING ROOM,597500,771000,"November 25, 2024",procedure,PROSTATECTOMY
18170011,LAPAROSCOPIC CHOLECYSTECTOMY PACKAGE,,OPERATING ROOM,150000,184000,"July 20, 2026",blood_test,PACKAGE;CHOLECYSTECTOMY
18170040,LAPAROSCOPIC CHOLECYSTECTOMY W/ ICG PACKAGE,,OPERATING ROOM,174500,208500,"July 20, 2026",blood_test,PACKAGE;CHOLECYSTECTOMY
18170028,LOWER EXTREMITY SURGERY TOTAL KNEE REPLACE BARRIER EXTREMITY PACKAGE,,OPERATING ROOM,268000,334000,"December 13, 2024",blood_test,PACKAGE
18170037,MICRODISCECTOMY PACKAGE,,OPERATING ROOM,216300,216300,"April 05, 2024",blood_test,PACKAGE
18170010,MODIFIED RADICAL MASTECTOMY SURGERY PACKAGE,,OPERATING ROOM,154200,164200,"April 05, 2024",blood_test,PACKAGE;MASTECTOMY
18170032,OPEN HEPATECTOMY SURGERY PACKAGE,,OPERATING ROOM,244400,278400,"April 05, 2024",blood_test,PACKAGE
18170021,OPEN INGUINAL HERNIA W/ MESH PACKAGE,,OPERATING ROOM,82600,92600,"April 05, 2024",blood_test,PACKAGE
18170003,PERM CATHETER INSERTION PACKAGE OUP,,OPERATING ROOM,87800,87800,"April 05, 2024",blood_test,PACKAGE
18170004,PICC LINE INSERTION PACKAGE,,OPERATING ROOM,47300,57300,"April 05, 2024",blood_test,PACKAGE
18170002,PORTA CATHETER INSERTION PACKAGE OUP,,OPERATING ROOM,93400,93400,"April 05, 2024",blood_test,PACKAGE
18170036,PRECISION CATARACT PHACOEMULSIFICATION PER EYE PACKAGE,,OPERATING ROOM,91600,91600,"April 05, 2024",blood_test,PACKAGE;CATARACT;PHACOEMULSIFICATION
18170031,PROSTATE BIOPSY PACKAGE,,OPERATING ROOM,45400,49900,"April 05, 2024",blood_test,PACKAGE;BIOPSY
18170014,RADIOFREQUENCY ABLATION (RFA) PACKAGE,,OPERATING ROOM,104600,135100,"April 05, 2024",blood_test,PACKAGE
18170007,SHOULDER ARTHROSCOPY PACKAGE,,OPERATING ROOM,153880,177880,"April 05, 2024",blood_test,PACKAGE
18170041,SLNB MODIFIED RADICAL MASTECTOMY PACKAGE,,OPERATING ROOM,219600,231000,"November 25, 2024",blood_test,PACKAGE;MASTECTOMY
18170019,THYROIDECTOMY SURGERY PACKAGE,,OPERATING ROOM,157500,189400,"December 13, 2024",blood_test,THYROID;PACKAGE;THYROIDECTOMY
18170035,TONSILLECTOMY SURGERY PACKAGE,,OPERATING ROOM,83600,97600,"April 05, 2024",blood_test,PACKAGE;TONSILLECTOMY
18170045,TOTAL KNEE REPLACEMENT - BILATERAL PACKAGE,,OPERATING ROOM,428000,536000,"December 13, 2024",blood_test,PACKAGE
18170038,TRANSFORAMINAL LUMBAR INTERBODY FUSION PACKAGE,,OPERATING ROOM,259800,259800,"April 05, 2024",blood_test,PACKAGE
18170046,TYMPANOPLASTY - OP LOCAL OUP PACKAGE,,OPERATING ROOM,89500,140500,"August 07, 2026",blood_test,PACKAGE
18170047,TYMPANOPLASTY - WITH SEDATION OUP PACKAGE,,OPERATING ROOM,101500,152500,"August 07, 2026",blood_test,PACKAGE
18170012,TYMPANOPLASTY MASTOIDECTOMY PACKAGE,,OPERATING ROOM,175120,189120,"April 05, 2024",blood_test,PACKAGE;MASTOIDECTOMY
18170022,VARICOCELECTOMY PACKAGE,,OPERATING ROOM,83700,110200,"April 05, 2024",blood_test,PACKAGE
18170023,VEIN STRIPPING PACKAGE,,OPERATING ROOM,83100,106600,"April 05, 2024",blood_test,PACKAGE
18170013,VIDEO ASSISTED THORACIC SURGERY (VATS) PACKAGE,,OPERATING ROOM,168700,168700,"April 05, 2024",blood_test,PACKAGE
03040001,PHACOEMULSIFICATION OR,,OR - OPHTHALMOLOGY,32000,32000,"March 04, 2026",procedure,PHACOEMULSIFICATION
03040002,PRECISION CATARACT PHACOEMULSIFICATION PER EYE,,OR - OPHTHALMOLOGY,80900,80900,"March 04, 2026",procedure,CATARACT;PHACOEMULSIFICATION
04090003,BONE MINERAL DENSITOMETRY,,OSTEOPOROSIS & BONE HEALTH,6350,8000,"March 02, 2026",radiologic,BONE MINERAL
04090009,INTRA-ARTICULAR HYALURONIC ACID INJECTION - ONE KNEE,,OSTEOPOROSIS & BONE HEALTH,58500,73200,"March 02, 2026",facility,ICU
04090011,PEDIATRIC BMD PACKAGE (BMD PLUS X-RAY BONE AGE),,OSTEOPOROSIS & BONE HEALTH,7210,9100,"March 02, 2026",radiologic,X-RAY;PACKAGE
1817120002,CIRCUMCISION PACKAGE WITH/WITHOUT CAUTERY - OSS,,OUTPATIENT SURGICAL SUITE,13500,16800,"April 24, 2026",blood_test,PACKAGE;CIRCUMCISION
04260010,ULTRASOUND-GUIDED PERINEURAL INJECTION TREATMENT,,PAIN CONTROL CLINIC,2840,3600,"March 03, 2026",radiologic,ULTRASOUND
04540017,ABA PACKAGE (CENTER-BASED & HOME-BASED),,PEDIA REHAB,7350,23630,"March 03, 2026",blood_test,PACKAGE
04540018,GROUP SESSION (6 SESSIONS) OUP PACKAGE,,PEDIA REHAB,9510,9510,"March 03, 2026",blood_test,PACKAGE
04540005,HOMECARE PEDIATRIC ENVIRONMENTAL ASSESSMENT OUP,,PEDIA REHAB,3800,3800,"March 03, 2026",blood_test,IRON
04540019,PEDIA HOME THERAPY (6 SESSIONS) OUP PACKAGE,,PEDIA REHAB,21530,21530,"March 03, 2026",blood_test,PACKAGE
04540020,PEDIATRIC ASSESSMENT PACKAGE,,PEDIA REHAB,1100,11900,"March 03, 2026",blood_test,PACKAGE
04540029,REGULAR TELETHERAPY (6 SESSIONS) PACKAGE,,PEDIA REHAB,8000,10000,"March 03, 2026",blood_test,PACKAGE
04540021,REGULAR THERAPY PACKAGE,,PEDIA REHAB,8340,17200,"March 03, 2026",blood_test,PACKAGE
04540022,SPECIALIZED THERAPY (6 SESSIONS) PACKAGE,,PEDIA REHAB,9240,15700,"March 03, 2026",blood_test,PACKAGE
04540023,STANDARDIZED PEDIATRIC TEST (2 & 3 SESSIONS) PACKAGE,,PEDIA REHAB,6510,11900,"March 03, 2026",blood_test,PACKAGE
0456007,EXCIMER PHOTOTHERAPY PACKAGE,,PHOTOTHERAPY,5000,9000,"October 20, 2023",blood_test,PACKAGE
0456004,PHOTOTHERAPY PACKAGE,,PHOTOTHERAPY,4875,5850,"December 03, 2021",blood_test,PACKAGE
04280046,BASIC PHYSICAL THERAPY 3-12 SESSIONS PACKAGE OUP,,PMR,3620,12810,"March 03, 2026",blood_test,PACKAGE
04280062,EXPANDED PHYSICAL THERAPY (1-3) 3-12 SESSIONS PACKAGE OUP,,PMR,1760,19360,"March 03, 2026",blood_test,PACKAGE
04280048,NEURO REHABILITATION PHASE (1-3) 3-12 SESSIONS PACKAGE OUP,,PMR,3840,22810,"March 03, 2026",blood_test,PACKAGE
04280049,PLUS SHOCKWAVE 3 SESSION PACKAGE,,PMR,3150,4800,"March 03, 2026",blood_test,PACKAGE
04280034,PLUS THERAPEUTIC ULTRASOUND THERAPY,,PMR,347,550,"March 03, 2026",radiologic,ULTRASOUND
0430060024,IMRT SIMPLE TREATMENT METS ADDITIONAL PACKAGE,,RADIATION ONCOLOGY,9345,17390,"August 05, 2021",blood_test,PACKAGE
0430060023,IMRT SIMPLE TREATMENT METS PACKAGE,,RADIATION ONCOLOGY,43811,60870,"August 05, 2021",blood_test,PACKAGE
0430060004,IMRT TREATMENT ABDOMEN ADDITIONAL PACKAGE,,RADIATION ONCOLOGY,9350,22680,"August 05, 2021",blood_test,PACKAGE
0430060003,IMRT TREATMENT ABDOMEN PACKAGE,,RADIATION ONCOLOGY,43817,88340,"August 05, 2021",blood_test,PACKAGE
0430060006,IMRT TREATMENT BREAST ADDITIONAL PACKAGE,,RADIATION ONCOLOGY,9345,22680,"August 05, 2021",blood_test,PACKAGE
0430060005,IMRT TREATMENT BREAST PACKAGE,,RADIATION ONCOLOGY,43811,88460,"August 05, 2021",blood_test,PACKAGE
0430060022,IMRT TREATMENT HEAD & NECK ADDITIONAL PACKAGE,,RADIATION ONCOLOGY,9345,17390,"August 05, 2021",blood_test,PACKAGE
0430060021,IMRT TREATMENT HEAD & NECK PACKAGE,,RADIATION ONCOLOGY,43811,60870,"August 05, 2021",blood_test,PACKAGE
0430060008,IMRT TREATMENT LUNG ADDITIONAL PACKAGE,,RADIATION ONCOLOGY,9345,22680,"August 05, 2021",blood_test,PACKAGE
0430060007,IMRT TREATMENT LUNG PACKAGE,,RADIATION ONCOLOGY,9345,88340,"August 05, 2021",blood_test,PACKAGE
0430060026,IMRT TREATMENT OTHERS ADDITIONAL PACKAGE,,RADIATION ONCOLOGY,9345,17390,"August 05, 2021",blood_test,PACKAGE
0430060025,IMRT TREATMENT OTHERS PACKAGE,,RADIATION ONCOLOGY,43811,60870,"August 05, 2021",blood_test,PACKAGE
0430060010,IMRT TREATMENT PALLIATIVE RADIATION METS BONE/SPINE ADDITIONAL PACKAGE,,RADIATION ONCOLOGY,14070,23440,"August 05, 2021",blood_test,PACKAGE
0430060009,IMRT TREATMENT PALLIATIVE RADIATION METS BONE/SPINE PACKAGE,,RADIATION ONCOLOGY,68607,92120,"August 05, 2021",blood_test,PACKAGE
0430060012,IMRT TREATMENT PELVIS ADDITIONAL PACKAGE,,RADIATION ONCOLOGY,9345,22680,"August 05, 2021",blood_test,PACKAGE
0430060011,IMRT TREATMENT PELVIS PACKAGE,,RADIATION ONCOLOGY,43811,88460,"August 05, 2021",blood_test,PACKAGE
0430060014,IMRT TREATMENT PRIMARY BRAIN TUMORS ADDITIONAL PACKAGE,,RADIATION ONCOLOGY,9345,22680,"August 05, 2021",blood_test,PACKAGE
0430060013,IMRT TREATMENT PRIMARY BRAIN TUMORS PACKAGE,,RADIATION ONCOLOGY,43811,88200,"August 05, 2021",blood_test,PACKAGE
0430060016,IMRT TREATMENT PROSTATE ADDITIONAL PACKAGE,,RADIATION ONCOLOGY,13490,22680,"August 05, 2021",blood_test,PACKAGE
0430060015,IMRT TREATMENT PROSTATE PACKAGE,,RADIATION ONCOLOGY,65557,88340,"August 05, 2021",blood_test,PACKAGE
0430060018,IMRT TREATMENT SARCOMA ADDITIONAL PACKAGE,,RADIATION ONCOLOGY,13480,22680,"August 05, 2021",blood_test,PACKAGE
0430060017,IMRT TREATMENT SARCOMA PACKAGE,,RADIATION ONCOLOGY,65546,88200,"August 05, 2021",blood_test,PACKAGE
0430060020,IMRT TREATMENT SKIN CA HEAD & NECK W/ NODE METS ADDITIONAL PACKAGE,,RADIATION ONCOLOGY,13500,22680,"August 05, 2021",blood_test,PACKAGE
0430060019,IMRT TREATMENT SKIN CA HEAD & NECK W/ NODE METS PACKAGE,,RADIATION ONCOLOGY,65573,88340,"August 05, 2021",blood_test,PACKAGE
0430060027,STEREOTACTIC BODY RADIOTHERAPY (SBRT) PACKAGE,,RADIATION ONCOLOGY,252000,261500,"August 05, 2021",blood_test,PACKAGE
0430060028,STEREOTACTIC RADIOSURGERY CAVI-RT PACKAGE,,RADIATION ONCOLOGY,262500,326400,"August 05, 2021",blood_test,PACKAGE
0430060029,STEREOTACTIC RADIOSURGERY PACKAGE,,RADIATION ONCOLOGY,355950,365500,"August 05, 2021",blood_test,PACKAGE
0430060030,TREATMENT PLANNING IMRT COMPLEX W/O IMMOBILIZATION PACKAGE,,RADIATION ONCOLOGY,19000,22800,"August 05, 2021",blood_test,PACKAGE
0430020001,CT ADRENAL GLAND W/ CONTRAST,,RADIO CT,16400,31900,"March 06, 2026",radiologic,CONTRAST
0430020002,CT ADRENAL GLAND W/O CONTRAST,,RADIO CT,8800,19500,"March 06, 2026",radiologic,CONTRAST
0430020003,CT ANGIOGRAPHY MAPPING,,RADIO CT,31100,59200,"March 06, 2026",radiologic,ANGIOGRAPHY
0430020004,CT ANGIOGRAPHY OF THE ABDOMEN,,RADIO CT,24400,48200,"March 06, 2026",radiologic,ANGIOGRAPHY
0430020005,CT ANGIOGRAPHY OF THE ABDOMINAL AORTA,,RADIO CT,24300,51600,"March 06, 2026",radiologic,ANGIOGRAPHY
0430020006,CT ANGIOGRAPHY OF THE BRAIN,,RADIO CT,23500,50800,"March 06, 2026",radiologic,ANGIOGRAPHY
0430020007,CT ANGIOGRAPHY OF THE BRAIN PERFUSION,,RADIO CT,32200,61300,"March 06, 2026",radiologic,ANGIOGRAPHY
0430020008,CT ANGIOGRAPHY OF THE CHEST/PULMONARY,,RADIO CT,36100,70000,"March 06, 2026",radiologic,ANGIOGRAPHY
0430020009,CT ANGIOGRAPHY OF THE CORONARY ARTERIES,,RADIO CT,37000,71100,"March 06, 2026",radiologic,ANGIOGRAPHY
0430020010,CT ANGIOGRAPHY OF THE LIVER/HEPATIC (DONOR),,RADIO CT,29500,54900,"March 06, 2026",radiologic,ANGIOGRAPHY
0430020011,CT ANGIOGRAPHY OF THE LIVER/HEPATIC (RECIPIENT),,RADIO CT,23400,47000,"March 06, 2026",radiologic,ANGIOGRAPHY
0430020012,CT ANGIOGRAPHY OF THE NECK/CAROTID,,RADIO CT,23500,50700,"March 06, 2026",radiologic,ANGIOGRAPHY
0430020013,CT ANGIOGRAPHY OF THE RENAL ARTERIES,,RADIO CT,31700,64500,"March 06, 2026",radiologic,ANGIOGRAPHY
0430020014,CT ANGIOGRAPHY OF THE THORACIC AORTA,,RADIO CT,31700,64500,"March 06, 2026",radiologic,ANGIOGRAPHY
0430020015,CT ANGIOGRAPHY OF THE THORACOABDOMINAL AORTA,,RADIO CT,46200,82600,"March 06, 2026",radiologic,ANGIOGRAPHY
0430020016,CT ANGIOGRAPHY PERIPHERALS,,RADIO CT,35900,69700,"March 06, 2026",radiologic,ANGIOGRAPHY
0430020039,CT BRAIN/HEAD; NECK; CHEST & ABDOMEN PACKAGE,,RADIO CT,62102,74523,"September 06, 2025",blood_test,PACKAGE
